PG,[M-H]-,M-H_Nlglycerol,NL_T1Ketene,NL_T2Ketene,NL_T1RCOOH,NL_T2RCOOH,NL_T1Ketene&Glycerol,NL_T2Ketene&Glycerol,NL_T1RCOOH&Glycerol,NL_T2RCOOH&Glycerol,T1_RCOO-,T2_RCOO-, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-,Glycerophosphoglycerol,Glycerophosphoglycerol_NLH2O,Glycerophosphoglycerol_NL2H2O
PG(18:4_23:0)-H,839.58086,765.54408,581.38249,503.24159,563.37193,485.23103,507.34571,429.20481,489.33515,411.19425,275.20165,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_24:0)-H,853.59646,779.55968,595.39809,503.24159,577.38753,485.23103,521.36131,429.20481,503.35075,411.19425,275.20165,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_24:1)-H,851.58086,777.54408,593.38249,503.24159,575.37193,485.23103,519.34571,429.20481,501.33515,411.19425,275.20165,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_25:0)-H,867.61216,793.57538,609.41379,503.24159,591.40323,485.23103,535.37701,429.20481,517.36645,411.19425,275.20165,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_26:0)-H,881.62776,807.59098,623.42939,503.24159,605.41883,485.23103,549.39261,429.20481,531.38205,411.19425,275.20165,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_19:0)-H,805.59656,731.55978,525.31989,525.31989,507.30933,507.30933,451.28311,451.28311,433.27255,433.27255,297.27995,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_20:0)-H,819.61216,745.57538,539.33549,525.31989,521.32493,507.30933,465.29871,451.28311,447.28815,433.27255,297.27995,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_20:1)-H,817.59656,743.55978,537.31989,525.31989,519.30933,507.30933,463.28311,451.28311,445.27255,433.27255,297.27995,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_20:2)-H,815.58086,741.54408,535.30419,525.31989,517.29363,507.30933,461.26741,451.28311,443.25685,433.27255,297.27995,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_20:3)-H,813.56526,739.52848,533.28859,525.31989,515.27803,507.30933,459.25181,451.28311,441.24125,433.27255,297.27995,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_20:4)-H,811.54956,737.51278,531.27289,525.31989,513.26233,507.30933,457.23611,451.28311,439.22555,433.27255,297.27995,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_20:5)-H,809.53396,735.49718,529.25729,525.31989,511.24673,507.30933,455.22051,451.28311,437.20995,433.27255,297.27995,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_21:0)-H,833.62786,759.59108,553.35119,525.31989,535.34063,507.30933,479.31441,451.28311,461.30385,433.27255,297.27995,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:0)-H,847.64346,773.60668,567.36679,525.31989,549.35623,507.30933,493.33001,451.28311,475.31945,433.27255,297.27995,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:1)-H,845.62786,771.59108,565.35119,525.31989,547.34063,507.30933,491.31441,451.28311,473.30385,433.27255,297.27995,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:2)-H,843.61216,769.57538,563.33549,525.31989,545.32493,507.30933,489.29871,451.28311,471.28815,433.27255,297.27995,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:3)-H,841.59656,767.55978,561.31989,525.31989,543.30933,507.30933,487.28311,451.28311,469.27255,433.27255,297.27995,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:4)-H,839.58086,765.54408,559.30419,525.31989,541.29363,507.30933,485.26741,451.28311,467.25685,433.27255,297.27995,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:5)-H,837.56526,763.52848,557.28859,525.31989,539.27803,507.30933,483.25181,451.28311,465.24125,433.27255,297.27995,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_22:6)-H,835.54956,761.51278,555.27289,525.31989,537.26233,507.30933,481.23611,451.28311,463.22555,433.27255,297.27995,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_23:0)-H,861.65916,787.62238,581.38249,525.31989,563.37193,507.30933,507.34571,451.28311,489.33515,433.27255,297.27995,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_24:0)-H,875.67476,801.63798,595.39809,525.31989,577.38753,507.30933,521.36131,451.28311,503.35075,433.27255,297.27995,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_24:1)-H,873.65916,799.62238,593.38249,525.31989,575.37193,507.30933,519.34571,451.28311,501.33515,433.27255,297.27995,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_25:0)-H,889.69046,815.65368,609.41379,525.31989,591.40323,507.30933,535.37701,451.28311,517.36645,433.27255,297.27995,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(19:0_26:0)-H,903.70606,829.66928,623.42939,525.31989,605.41883,507.30933,549.39261,451.28311,531.38205,433.27255,297.27995,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_20:0)-H,833.62776,759.59098,539.33549,539.33549,521.32493,521.32493,465.29871,465.29871,447.28815,447.28815,311.29555,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_20:1)-H,831.61216,757.57538,537.31989,539.33549,519.30933,521.32493,463.28311,465.29871,445.27255,447.28815,311.29555,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_20:2)-H,829.59646,755.55968,535.30419,539.33549,517.29363,521.32493,461.26741,465.29871,443.25685,447.28815,311.29555,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_20:3)-H,827.58086,753.54408,533.28859,539.33549,515.27803,521.32493,459.25181,465.29871,441.24125,447.28815,311.29555,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_20:4)-H,825.56516,751.52838,531.27289,539.33549,513.26233,521.32493,457.23611,465.29871,439.22555,447.28815,311.29555,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_20:5)-H,823.54956,749.51278,529.25729,539.33549,511.24673,521.32493,455.22051,465.29871,437.20995,447.28815,311.29555,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_21:0)-H,847.64346,773.60668,553.35119,539.33549,535.34063,521.32493,479.31441,465.29871,461.30385,447.28815,311.29555,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:0)-H,861.65906,787.62228,567.36679,539.33549,549.35623,521.32493,493.33001,465.29871,475.31945,447.28815,311.29555,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:1)-H,859.64346,785.60668,565.35119,539.33549,547.34063,521.32493,491.31441,465.29871,473.30385,447.28815,311.29555,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:2)-H,857.62776,783.59098,563.33549,539.33549,545.32493,521.32493,489.29871,465.29871,471.28815,447.28815,311.29555,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:3)-H,855.61216,781.57538,561.31989,539.33549,543.30933,521.32493,487.28311,465.29871,469.27255,447.28815,311.29555,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:4)-H,853.59646,779.55968,559.30419,539.33549,541.29363,521.32493,485.26741,465.29871,467.25685,447.28815,311.29555,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:5)-H,851.58086,777.54408,557.28859,539.33549,539.27803,521.32493,483.25181,465.29871,465.24125,447.28815,311.29555,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_22:6)-H,849.56516,775.52838,555.27289,539.33549,537.26233,521.32493,481.23611,465.29871,463.22555,447.28815,311.29555,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_23:0)-H,875.67476,801.63798,581.38249,539.33549,563.37193,521.32493,507.34571,465.29871,489.33515,447.28815,311.29555,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_24:0)-H,889.69036,815.65358,595.39809,539.33549,577.38753,521.32493,521.36131,465.29871,503.35075,447.28815,311.29555,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_24:1)-H,887.67476,813.63798,593.38249,539.33549,575.37193,521.32493,519.34571,465.29871,501.33515,447.28815,311.29555,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_25:0)-H,903.70606,829.66928,609.41379,539.33549,591.40323,521.32493,535.37701,465.29871,517.36645,447.28815,311.29555,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:0_26:0)-H,917.72166,843.68488,623.42939,539.33549,605.41883,521.32493,549.39261,465.29871,531.38205,447.28815,311.29555,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_20:1)-H,829.59656,755.55978,537.31989,537.31989,519.30933,519.30933,463.28311,463.28311,445.27255,445.27255,309.27995,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_20:2)-H,827.58086,753.54408,535.30419,537.31989,517.29363,519.30933,461.26741,463.28311,443.25685,445.27255,309.27995,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_20:3)-H,825.56526,751.52848,533.28859,537.31989,515.27803,519.30933,459.25181,463.28311,441.24125,445.27255,309.27995,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_20:4)-H,823.54956,749.51278,531.27289,537.31989,513.26233,519.30933,457.23611,463.28311,439.22555,445.27255,309.27995,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_20:5)-H,821.53396,747.49718,529.25729,537.31989,511.24673,519.30933,455.22051,463.28311,437.20995,445.27255,309.27995,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_21:0)-H,845.62786,771.59108,553.35119,537.31989,535.34063,519.30933,479.31441,463.28311,461.30385,445.27255,309.27995,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:0)-H,859.64346,785.60668,567.36679,537.31989,549.35623,519.30933,493.33001,463.28311,475.31945,445.27255,309.27995,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:1)-H,857.62786,783.59108,565.35119,537.31989,547.34063,519.30933,491.31441,463.28311,473.30385,445.27255,309.27995,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:2)-H,855.61216,781.57538,563.33549,537.31989,545.32493,519.30933,489.29871,463.28311,471.28815,445.27255,309.27995,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:3)-H,853.59656,779.55978,561.31989,537.31989,543.30933,519.30933,487.28311,463.28311,469.27255,445.27255,309.27995,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:4)-H,851.58086,777.54408,559.30419,537.31989,541.29363,519.30933,485.26741,463.28311,467.25685,445.27255,309.27995,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:5)-H,849.56526,775.52848,557.28859,537.31989,539.27803,519.30933,483.25181,463.28311,465.24125,445.27255,309.27995,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_22:6)-H,847.54956,773.51278,555.27289,537.31989,537.26233,519.30933,481.23611,463.28311,463.22555,445.27255,309.27995,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_23:0)-H,873.65916,799.62238,581.38249,537.31989,563.37193,519.30933,507.34571,463.28311,489.33515,445.27255,309.27995,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_24:0)-H,887.67476,813.63798,595.39809,537.31989,577.38753,519.30933,521.36131,463.28311,503.35075,445.27255,309.27995,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_24:1)-H,885.65916,811.62238,593.38249,537.31989,575.37193,519.30933,519.34571,463.28311,501.33515,445.27255,309.27995,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_25:0)-H,901.69046,827.65368,609.41379,537.31989,591.40323,519.30933,535.37701,463.28311,517.36645,445.27255,309.27995,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:1_26:0)-H,915.70606,841.66928,623.42939,537.31989,605.41883,519.30933,549.39261,463.28311,531.38205,445.27255,309.27995,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_20:2)-H,825.56516,751.52838,535.30419,535.30419,517.29363,517.29363,461.26741,461.26741,443.25685,443.25685,307.26425,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_20:3)-H,823.54956,749.51278,533.28859,535.30419,515.27803,517.29363,459.25181,461.26741,441.24125,443.25685,307.26425,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_20:4)-H,821.53386,747.49708,531.27289,535.30419,513.26233,517.29363,457.23611,461.26741,439.22555,443.25685,307.26425,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_20:5)-H,819.51826,745.48148,529.25729,535.30419,511.24673,517.29363,455.22051,461.26741,437.20995,443.25685,307.26425,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_21:0)-H,843.61216,769.57538,553.35119,535.30419,535.34063,517.29363,479.31441,461.26741,461.30385,443.25685,307.26425,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:0)-H,857.62776,783.59098,567.36679,535.30419,549.35623,517.29363,493.33001,461.26741,475.31945,443.25685,307.26425,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:1)-H,855.61216,781.57538,565.35119,535.30419,547.34063,517.29363,491.31441,461.26741,473.30385,443.25685,307.26425,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:2)-H,853.59646,779.55968,563.33549,535.30419,545.32493,517.29363,489.29871,461.26741,471.28815,443.25685,307.26425,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:3)-H,851.58086,777.54408,561.31989,535.30419,543.30933,517.29363,487.28311,461.26741,469.27255,443.25685,307.26425,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:4)-H,849.56516,775.52838,559.30419,535.30419,541.29363,517.29363,485.26741,461.26741,467.25685,443.25685,307.26425,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:5)-H,847.54956,773.51278,557.28859,535.30419,539.27803,517.29363,483.25181,461.26741,465.24125,443.25685,307.26425,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_22:6)-H,845.53386,771.49708,555.27289,535.30419,537.26233,517.29363,481.23611,461.26741,463.22555,443.25685,307.26425,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_23:0)-H,871.64346,797.60668,581.38249,535.30419,563.37193,517.29363,507.34571,461.26741,489.33515,443.25685,307.26425,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_24:0)-H,885.65906,811.62228,595.39809,535.30419,577.38753,517.29363,521.36131,461.26741,503.35075,443.25685,307.26425,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_24:1)-H,883.64346,809.60668,593.38249,535.30419,575.37193,517.29363,519.34571,461.26741,501.33515,443.25685,307.26425,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_25:0)-H,899.67476,825.63798,609.41379,535.30419,591.40323,517.29363,535.37701,461.26741,517.36645,443.25685,307.26425,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:2_26:0)-H,913.69036,839.65358,623.42939,535.30419,605.41883,517.29363,549.39261,461.26741,531.38205,443.25685,307.26425,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_20:3)-H,821.53396,747.49718,533.28859,533.28859,515.27803,515.27803,459.25181,459.25181,441.24125,441.24125,305.24865,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_20:4)-H,819.51826,745.48148,531.27289,533.28859,513.26233,515.27803,457.23611,459.25181,439.22555,441.24125,305.24865,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_20:5)-H,817.50266,743.46588,529.25729,533.28859,511.24673,515.27803,455.22051,459.25181,437.20995,441.24125,305.24865,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_21:0)-H,841.59656,767.55978,553.35119,533.28859,535.34063,515.27803,479.31441,459.25181,461.30385,441.24125,305.24865,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:0)-H,855.61216,781.57538,567.36679,533.28859,549.35623,515.27803,493.33001,459.25181,475.31945,441.24125,305.24865,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:1)-H,853.59656,779.55978,565.35119,533.28859,547.34063,515.27803,491.31441,459.25181,473.30385,441.24125,305.24865,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:2)-H,851.58086,777.54408,563.33549,533.28859,545.32493,515.27803,489.29871,459.25181,471.28815,441.24125,305.24865,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:3)-H,849.56526,775.52848,561.31989,533.28859,543.30933,515.27803,487.28311,459.25181,469.27255,441.24125,305.24865,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:4)-H,847.54956,773.51278,559.30419,533.28859,541.29363,515.27803,485.26741,459.25181,467.25685,441.24125,305.24865,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:5)-H,845.53396,771.49718,557.28859,533.28859,539.27803,515.27803,483.25181,459.25181,465.24125,441.24125,305.24865,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_22:6)-H,843.51826,769.48148,555.27289,533.28859,537.26233,515.27803,481.23611,459.25181,463.22555,441.24125,305.24865,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_23:0)-H,869.62786,795.59108,581.38249,533.28859,563.37193,515.27803,507.34571,459.25181,489.33515,441.24125,305.24865,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_24:0)-H,883.64346,809.60668,595.39809,533.28859,577.38753,515.27803,521.36131,459.25181,503.35075,441.24125,305.24865,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_24:1)-H,881.62786,807.59108,593.38249,533.28859,575.37193,515.27803,519.34571,459.25181,501.33515,441.24125,305.24865,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_25:0)-H,897.65916,823.62238,609.41379,533.28859,591.40323,515.27803,535.37701,459.25181,517.36645,441.24125,305.24865,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:3_26:0)-H,911.67476,837.63798,623.42939,533.28859,605.41883,515.27803,549.39261,459.25181,531.38205,441.24125,305.24865,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_20:4)-H,817.50256,743.46578,531.27289,531.27289,513.26233,513.26233,457.23611,457.23611,439.22555,439.22555,303.23295,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_20:5)-H,815.48696,741.45018,529.25729,531.27289,511.24673,513.26233,455.22051,457.23611,437.20995,439.22555,303.23295,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_21:0)-H,839.58086,765.54408,553.35119,531.27289,535.34063,513.26233,479.31441,457.23611,461.30385,439.22555,303.23295,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:0)-H,853.59646,779.55968,567.36679,531.27289,549.35623,513.26233,493.33001,457.23611,475.31945,439.22555,303.23295,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:1)-H,851.58086,777.54408,565.35119,531.27289,547.34063,513.26233,491.31441,457.23611,473.30385,439.22555,303.23295,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:2)-H,849.56516,775.52838,563.33549,531.27289,545.32493,513.26233,489.29871,457.23611,471.28815,439.22555,303.23295,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:3)-H,847.54956,773.51278,561.31989,531.27289,543.30933,513.26233,487.28311,457.23611,469.27255,439.22555,303.23295,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:4)-H,845.53386,771.49708,559.30419,531.27289,541.29363,513.26233,485.26741,457.23611,467.25685,439.22555,303.23295,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:5)-H,843.51826,769.48148,557.28859,531.27289,539.27803,513.26233,483.25181,457.23611,465.24125,439.22555,303.23295,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_22:6)-H,841.50256,767.46578,555.27289,531.27289,537.26233,513.26233,481.23611,457.23611,463.22555,439.22555,303.23295,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_23:0)-H,867.61216,793.57538,581.38249,531.27289,563.37193,513.26233,507.34571,457.23611,489.33515,439.22555,303.23295,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_24:0)-H,881.62776,807.59098,595.39809,531.27289,577.38753,513.26233,521.36131,457.23611,503.35075,439.22555,303.23295,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_24:1)-H,879.61216,805.57538,593.38249,531.27289,575.37193,513.26233,519.34571,457.23611,501.33515,439.22555,303.23295,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_25:0)-H,895.64346,821.60668,609.41379,531.27289,591.40323,513.26233,535.37701,457.23611,517.36645,439.22555,303.23295,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:4_26:0)-H,909.65906,835.62228,623.42939,531.27289,605.41883,513.26233,549.39261,457.23611,531.38205,439.22555,303.23295,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_20:5)-H,813.47136,739.43458,529.25729,529.25729,511.24673,511.24673,455.22051,455.22051,437.20995,437.20995,301.21735,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_21:0)-H,837.56526,763.52848,553.35119,529.25729,535.34063,511.24673,479.31441,455.22051,461.30385,437.20995,301.21735,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:0)-H,851.58086,777.54408,567.36679,529.25729,549.35623,511.24673,493.33001,455.22051,475.31945,437.20995,301.21735,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:1)-H,849.56526,775.52848,565.35119,529.25729,547.34063,511.24673,491.31441,455.22051,473.30385,437.20995,301.21735,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:2)-H,847.54956,773.51278,563.33549,529.25729,545.32493,511.24673,489.29871,455.22051,471.28815,437.20995,301.21735,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:3)-H,845.53396,771.49718,561.31989,529.25729,543.30933,511.24673,487.28311,455.22051,469.27255,437.20995,301.21735,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:4)-H,843.51826,769.48148,559.30419,529.25729,541.29363,511.24673,485.26741,455.22051,467.25685,437.20995,301.21735,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:5)-H,841.50266,767.46588,557.28859,529.25729,539.27803,511.24673,483.25181,455.22051,465.24125,437.20995,301.21735,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_22:6)-H,839.48696,765.45018,555.27289,529.25729,537.26233,511.24673,481.23611,455.22051,463.22555,437.20995,301.21735,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_23:0)-H,865.59656,791.55978,581.38249,529.25729,563.37193,511.24673,507.34571,455.22051,489.33515,437.20995,301.21735,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_24:0)-H,879.61216,805.57538,595.39809,529.25729,577.38753,511.24673,521.36131,455.22051,503.35075,437.20995,301.21735,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_24:1)-H,877.59656,803.55978,593.38249,529.25729,575.37193,511.24673,519.34571,455.22051,501.33515,437.20995,301.21735,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_25:0)-H,893.62786,819.59108,609.41379,529.25729,591.40323,511.24673,535.37701,455.22051,517.36645,437.20995,301.21735,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(20:5_26:0)-H,907.64346,833.60668,623.42939,529.25729,605.41883,511.24673,549.39261,455.22051,531.38205,437.20995,301.21735,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_21:0)-H,861.65916,787.62238,553.35119,553.35119,535.34063,535.34063,479.31441,479.31441,461.30385,461.30385,325.31125,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:0)-H,875.67476,801.63798,567.36679,553.35119,549.35623,535.34063,493.33001,479.31441,475.31945,461.30385,325.31125,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:1)-H,873.65916,799.62238,565.35119,553.35119,547.34063,535.34063,491.31441,479.31441,473.30385,461.30385,325.31125,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:2)-H,871.64346,797.60668,563.33549,553.35119,545.32493,535.34063,489.29871,479.31441,471.28815,461.30385,325.31125,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:3)-H,869.62786,795.59108,561.31989,553.35119,543.30933,535.34063,487.28311,479.31441,469.27255,461.30385,325.31125,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:4)-H,867.61216,793.57538,559.30419,553.35119,541.29363,535.34063,485.26741,479.31441,467.25685,461.30385,325.31125,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:5)-H,865.59656,791.55978,557.28859,553.35119,539.27803,535.34063,483.25181,479.31441,465.24125,461.30385,325.31125,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_22:6)-H,863.58086,789.54408,555.27289,553.35119,537.26233,535.34063,481.23611,479.31441,463.22555,461.30385,325.31125,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
